"name","dime_cid","cf_score","state","judge_type"
"Diccia Trinidad Pineda-Kirwan",30539872063,-0.549619167344534,"NY",""
"Emily Pines",53110057753,0.306056447168132,"NY",""
"Joseph I. Pines",3110057843,-0.746317451703761,"MD",""
"Barry C. Pinkus",2901965475,0.121799371938412,"CT",""
"David L. Piper",3005006863,-0.712223390514197,"MN",""
"Robert N. Piper, III",3005006052,0.625715640586484,"OH",""
"Robin N. Piper",53005006377,NA,"OH",""
" Stanley M. Billingsley",2980999134,-0.354284957036878,"KY",""
"Nancy Nash Bills",80260125645,-0.110126606868144,"GA",""
"Robert F. Pirkle",29175868147,0.865001842522347,"GA",""
"Robert K. Pirraglia",3803355910,-1.23918442224449,"RI",""
"Ronald L. Pirrello",3735286342,-0.274490461365986,"IL",""
"Joe M. Pirtle",3084036325,-0.895282484274805,"TX",""
"Sue M. Pirtle",53084036262,1.09529291719972,"TX",""
"Nicholas L. Pitaro",3803354699,-1.53031322837116,"NY",""
"Haskell M. Pitluck",3735298655,-0.662629879622772,"IL",""
"Richard Lewis Pitt",29977549299,-1.32038135016905,"WA",""
"Craig S. Pittman",3822463942,0.940901579428378,"AL",""
"Gregory C. Pittman",2925979611,1.0240177053156,"MI",""
"John Mauzy Pittman",2925979437,0.924978236778907,"AR",""
"Laurie J. Pittman",54130340621,-0.732943089603715,"OH",""
"Allyson R. Pitts",52267636315,0.0128616266285671,"GA",""
"Arthur G. Pitts",2267636283,NA,"NY",""
"Tonya K. Place",76833065668,-0.28832740344752,"TX",""
"John L. Placke",3279169905,0.18323459022558,"TX",""
"Charles Plantz",26511809778,-1.41261046153193,"NE",""
"Richard Platkin",29215915263,1.04172441958786,"NY",""
"William H. Platt",2833936504,0.49468240329423,"PA",""
"Victoria Platzer",80233058253,NA,"FL",""
"Frank Plaut",5623794416,-0.957130332033552,"CO",""
"Mark J. Plawecki",3784670515,-0.265294028478006,"MI",""
"Richard F. Plechner",3784670221,0.784872305429328,"NJ",""
"Annette Susanne Plese",53489211758,-1.14675117123691,"WA",""
"Robert J. Pleus, Jr.",3735297841,0.727037402023811,"FL",""
"Ronald D. Ploetz (BV)",3735297674,NA,"NY",""
"Bruce Andrew Plotkin",3245152347,-0.948217804184135,"CO",""
"William R. Binetti",3784616699,-1.26082890355119,"WI",""
"John J. Plough (BV)",3185121565,-0.64636760269277,"OH",""
" Jan A. Pluim",81438012176,NA,"CA",""
"Charles E. Plunkett",3136099292,0.0676202600172279,"AR",""
"William S. Pocan",3735297307,-0.973381333033797,"WI",""
" Richard S. Podgorski",4173388847,1.47757341661869,"TX",""
"H Bryan Poff, Jr.",2693874006,0.230159561351678,"TX",""
"Timothy H. Pogue",3151097533,0.510254381717874,"SC",""
"Viktor V. Pohorelsky",30521807635,0.572450325622007,"NY",""
" Sheila Pokras, (Mrs.)",53266153638,0.570088928622479,"CA",""
"Jerome Michael Polaha (AV)",3800292386,0.591350409696244,"NV",""
"Kevin T. Poland",5201499581,-0.544198603920308,"OH",""
"Margaret A. Polansky",76833064982,1.06919124075491,"TX",""
"William P. Polito",3925793418,0.207784836735202,"NY",""
"Jay M. Polk (AV)",2508777361,0.608335657052902,"AZ",""
"Gisele Pollack",52720887891,-0.292111321911986,"FL",""
"Joe P. Binkley, Jr.",2445740963,0.252731950915491,"TN",""
"Michael P. Pollard",2844952197,0.712472583622211,"AZ",""
"Charles A. Pollex",26712721316,1.13626931358207,"WI",""
"Robert C. Pollex",3800290640,0.527139640787715,"OH",""
"Toni Graven Pomerene",53800288961,-0.465478863687456,"GA",""
"Christine A. Pomeroy",55201499557,-1.1324280916261,"WA",""
"Sandra L. Pomrenze",53800288462,0.837922345176741,"NV",""
"Charles S. Poochigian",3800287203,0.825764495183471,"CA",""
"A. Gregory Poole",2453748676,0.803920289834605,"GA",""
"A. J. (Jack) Pope, Jr.",3223142554,NA,"TX",""
"Charles J. Pope",2714880068,-0.0129999062567016,"MI",""
"John P. Pope",2714879907,-0.438137640379376,"NM",""
"John W. Pope",2714881089,-0.823402148858581,"NM",""
"Michael J. Pope",29215911269,-0.583403210810761,"IL",""
"Ronald R. Pope",2714879748,0.92175208772399,"TX",""
"W. Gregory Pope",31438996190,0.947775322919583,"GA",""
" Kenneth L. Popejoy",3393176934,0.0496200428890819,"IL",""
"Gerald J. Popeo",2951988705,0.454112780082695,"NY",""
"Loren A. Popio",3800286505,0.546672546085396,"OH",""
"Jean Burns Popowski",53469198240,-0.0326327733979562,"SC",""
"Donald A. Poppy",3800285956,0.74421919090607,"WI",""
"Barry R. Poretz",3598211615,NA,"VA",""
"Kenneth A. Birch (BV)",2304659700,-0.648456796390306,"MI",""
"James Kenneth Porter",29215910387,1.11479822785795,"TN",""
"James M. Porter",2721893960,1.13909013123947,"OH",""
"Jennifer Elizabeth Porter",79215910259,-0.20176118764917,"KY",""
"John C. Porter",2364685988,0.824114471057631,"CA",""
"John C. Porter (BV)",2721893566,0.629822185661285,"MO",""
"Lisa M. Porter",52364685834,0.438132307590021,"FL",""
"Louisa S. Porter",52364685816,-1.10335438752574,"CA",""
"Richard B. Porter (BV)",2364685629,0.976054815435112,"IN",""
"Maurice Portley",3800284816,-0.241113067733872,"AZ",""
"John J. Poserina, Jr.",26712716696,0.720451137351999,"PA",""
"Herbert A. Posner",3150113492,-1.03096688622088,"NY",""
"Edward R. Post",2707885087,1.05512478363495,"MI",""
"Kenneth D. Post",2707883956,1.43289724080154,"MI",""
"William S. Posten, Sr.",3800283549,-1.13205296179398,"MN",""
"Richard W. Postma, Jr.",2966002055,1.09562252253637,"AK",""
"Alan L. Postman",2966002088,-0.414523339780273,"FL",""
"Charles E. Poston",30521804925,NA,"VA",""
"T. C. Poston",3153100819,-0.601390326034735,"IA",""
"Theodore S. Potkonjak",3800282740,0.0378228317073478,"IL",""
"Gregory J. Potter",4980793489,0.909648864092489,"WI",""
"Henry J. Potter, Jr.",3193141162,0.0691888360802666,"KY",""
"John W. Potter",4085312123,-0.836731361658188,"KY",""
"John William Potter",3820444484,0.789352763913276,"OH",""
"Karen Potts",53117085164,-0.233157083698184,"AZ",""
"Wendy L. Potts",53117085329,1.06251333964489,"MI",""
"Seay VanPatten Poulakos",3800281971,0.880880472911538,"GA",""
"Beth A. Poulos",53245161721,0.749168945159699,"TX",""
"John A. Poulos",3245161601,-0.671820724343188,"OH",""
"Timothy P. Poulton",26712714648,-0.653136405442074,"FL",""
"Samuel N. Bird",2658855477,-0.344486464820268,"AR",""
"Steven R. Bird",2658855421,0.719256102139774,"OH",""
"William C. Birdsall",3294160696,-0.916376282816438,"NM",""
"Frank R. Pound, Jr.",4146364196,-0.699384817145274,"FL",""
"William R. Pounders",4146364197,0.822320810615475,"CA",""
"James G. Pouros",4980439119,1.03780438840014,"WI",""
"Harry L. Powazek",3800281052,0.36996631264272,"CA",""
"Kenneth J. Powell, Jr.",2227629907,0.239236675970333,"PA",""
"Laura A. Powell",52227629873,-0.621909393783134,"NC",""
"Michael E. Powell",2227628891,0.777204986938124,"OH",""
"Richard L. Powell",2851953798,-0.621691516002579,"OH",""
" Stephen W. Powell",4283472485,0.958218648523297,"OH",""
"John E. Powers",4657063589,1.03661846699894,"TX",""
"Melissa Ann Powers",52920984635,0.958481721988126,"OH",""
"Paul M. Pozonsky",3800280243,0.0309223019814626,"PA",""
"Karen H. Pozza (AV)",53300162985,-0.472052740519306,"TX",""
"Ronald S. Prager",2536794859,0.753415159689498,"CA",""
"Dennis B. Prater",2293638336,0.764501241150822,"KY",""
"Andrew Prather, II",2444742848,1.06402068792185,"GA",""
"Claude R. Prather",1976261091,NA,"KY",""
"Eugene F. Pratt, III",3195127894,1.20402221903663,"WA",""
"Ben E. Prause",3735293668,0.772999516470324,"TX",""
"Arthur M. Birken",30260125029,NA,"FL",""
"Joseph E. Birkett",3115061937,0.431032024230246,"IL",""
"Thomas H. Preacher",3806351741,1.07616076791823,"IA",""
"Thomas J. Prebil (AV)",3806351610,-0.730946897933812,"MO",""
"Allan J. Preckel",30233053079,0.155526398153931,"CA",""
"Dana Suzanne Preisse",52713883786,NA,"OH",""
"Eliot D. Prescott",2562820832,0.370231029674683,"CT",""
"Louis J. Presenza",3735293297,1.74829176674105,"PA",""
"Eric P. Press",30233052806,-0.861523443729034,"NY",""
"Joel M. Pressman",2710881250,-0.91666966783164,"CA",""
"John David Preston",3822458713,0.717673128245857,"KY",""
"Lee S. Preston",29075825785,-1.19162691412687,"IL",""
"Vernon L. Preston",5201499311,0.829594919047078,"OH",""
"Jeffrey J. Prevost",30233052515,0.146529397753528,"CA",""
"H. Mark Preyer",2649848841,-0.950910049351393,"MO",""
"Michael C. Prezeau",3735279846,-0.782905487802137,"MT",""
"Charles Price",2380696684,-0.575948882924874,"AL",""
"Diane M. Price",54337666891,-0.657951278912215,"CA",""
"Frank C. Price",2366682113,-0.390577221526576,"TX",""
"Jason P. Price",2380694759,0.764501241150822,"KY",""
"John S. Price, Jr.",29325997701,-0.301634953947164,"MS",""
"Jonathan R. Price",2380694266,-0.100891251913937,"CA",""
"Margaret M. Price",52366681584,-0.33880346232618,"NY",""
"Mark T. Price",2366685196,1.21012466644337,"TX",""
"Michael Patrick Price",2323651385,-1.08131586838217,"WA",""
"Robert E. Price",29215903891,0.787887253494461,"OK",""
"Robert E. Price",29215903883,1.24064926467482,"TX",""
"Steven L. Price",2366683467,-0.511723747270737,"OR",""
"Bruce Everett Priddy",3083027140,-0.989502152784646,"TX",""
"John Carswell Pridgen",3071019261,0.157299343534893,"GA",""
"Pat Priest",3150119411,0.141304115917016,"TX",""
"Melvin Vincent Priester, Sr. (BV)",3010014145,-0.312485108949745,"MS",""
"Gene Prigmore",3377178629,0.213473658882609,"OK",""
"Sue E. Bischel",53974006782,0.153968668496651,"WI",""
"Donald K. Bischoff",2521788665,-0.685345701403928,"WV",""
"Carter O. Bise",3595204498,-0.326324122261362,"MS",""
"Daniel J. Ahern",2330664566,-1.09445124540078,"OR",""
"David Prince",2532796061,0.897614441418382,"CO",""
"Bruce D. Pringle (AV)",4337667858,-1.10029031880207,"CO",""
"Mark Allen Prislovsky",3806347550,0.944717328936851,"TX",""
"Edward C. Prisock",26833062530,1.25536417298296,"MS",""
"Michael M. Pritchett",2456749816,0.837482307807653,"MO",""
"Stan L. Pritzker",2442751413,0.231149848055066,"NY",""
"Robert C. Probst",3034020375,NA,"IN",""
"Kimberley Diane Prochnau",53806346791,-0.859811566186436,"WA",""
"Benjamin D. Proctor",3131060130,-0.888073468475997,"WI",""
"Toby Batson Prodgers",3806346597,0.0397597899498559,"GA",""
"Emil K. Prohl",3806346176,0.966050263967017,"TX",""
"Roger M. Prokes",3806346049,0.914180972345081,"MO",""
"James F. Proud",2887954850,0.500811921155904,"PA",""
"Eric I. Prus",30521801425,-0.522119762908859,"NY",""
"Gerald P. Ptacek",2727890214,-0.18786917529044,"WI",""
"Robert M. Pu",3784642937,-1.14459088347202,"VT",""
"Deborah Dale Pucillo",80909584554,-1.25030846006438,"FL",""
"Aurelia M. Pucinski",53822468801,-0.0790524471068684,"IL",""
"Jack R. Puffenberger",3735291485,-0.714233676918378,"OH",""
"Douglas A. Pugh",30187833198,-1.48403111304074,"MI",""
"Anthony M. Pugliese",2834936886,0.257805470514874,"NJ",""
"Richard L. Puglisi",3168113546,0.627275457790153,"NM",""
"Jessica Hayes Pugrud",80909584399,-1.11762920182689,"MT",""
" Stephen M. Pulido",3365166823,-0.998491811912808,"CA",""
"Douglas C. Pullen",3153118421,0.338911214386566,"GA",""
"Daniel Pulsfus",4980789496,-0.231441366078684,"WI",""
"Dwight W. Pulsfus",3784644658,1.34446086946339,"WI",""
"James P. Punch",3735291128,0.408464562676036,"NY",""
"Wayne M. Purdom",3351170863,NA,"GA",""
"John H. Pursel",3002016557,0.366142099548098,"NJ",""
"Cecil G. Puryear",2371685381,0.949030668705869,"TX",""
"David E. Puryear",2371685218,1.07563631072225,"TX",""
"Matthew P. Puskarich",2887954727,0.824176493929533,"OH",""
"Edward Joseph Putka",26712700766,-1.28506101900938,"WA",""
"Stan M. Putman, Jr.",2648854126,-0.211532619560293,"TX",""
"Charles R. Pyle",2548798526,0.62676818242615,"AZ",""
"Robert D. Quall",3726259425,0.872121092081838,"CA",""
"Jay M. Quam",2936992742,0.969342152018062,"MN",""
"Thomas James Quammen",2295636893,0.845276992788336,"CO",""
"Eric W. Quandt",3275158878,-0.115404005359121,"OK",""
"Angela McCormick Bisig",53767412422,-0.08295083615508,"KY",""
"Frank Quesada",30233048757,NA,"FL",""
"James F. Quetsch",3726255709,-0.286269409844995,"IL",""
"Karolyn Val Quevli",53890394547,-0.409608802409482,"CO",""
"John J. Quigley",2508786841,-1.35546343215165,"CA",""
"Alfred A. Quillian",3287174401,-0.720576515341563,"GA",""
"Anthony B. Quinn",2703864680,0.820053955765505,"UT",""
"James M. Quinn",2588813667,-0.405917739404651,"MA",""
"John P. Quinn, Jr.",29065810853,-0.81210393858454,"OH",""
"Norman W. Quinn",2588812547,-1.02404494663982,"WA",""
"Patrick J. Quinn",3822467274,-1.02268546197402,"IL",""
"Paul M. Quinn",31432004040,0.882425220334841,"NC",""
"Roy M. Quintanilla",3259178874,NA,"TX",""
"Thomas P. Quirk",29997723261,1.164291476618,"LA",""
"Graham Quisenberry",3155101983,0.925799443287148,"TX",""
"Neal Robert Quitno",3726256548,0.31351216288195,"MO",""
"Laurie Raatz",53279169563,-0.919760679955684,"WI",""
"Carol R. Bispham",53767412140,-0.788359734062753,"OR",""
"Andrew P. Bissonnette",2538799033,-0.409935140642687,"WI",""
"John R. Race",3284164792,-0.192231505989388,"WI",""
"John M. Radabaugh",3487203143,-0.651707110934887,"FL",""
"James Millen Radcliffe, III",3166127647,-0.769110350814162,"IL",""
"Mary Radcliffe",53166127587,-1.1444823848519,"WA",""
"Robert W. Radcliffe",3166127532,0.809406438365264,"WI",""
"James L. Radda",3787851597,0.247006599652212,"WY",""
"Sara K. Radin",53223130216,-1.20844826211543,"CA",""
"Thomas Raffaele",30521798203,-0.413488807886749,"NY",""
"James E. Rafferty",29215896223,0.366142099548098,"NJ",""
"Lorraine A. Raggio",53098033030,-0.916519209257127,"TX",""
"Nancy Steffen Rahmeyer",53787832856,-0.771585545746735,"MO",""
"Keith R. Raines",2922986440,-0.734578636823801,"OR",""
"David A. Rains",3193129665,-0.338937487215101,"AL",""
"Eileen A. Rakower",53196142942,NA,"NY",""
"M. Scott Ramey",2751904091,0.70149769058231,"OH",""
"Thomas E. Ramich",3726270842,0.219136502897949,"NY",""
"Maria B. Ramirez",52560819557,-1.07421172237897,"TX",""
"Mario E. Ramirez, Jr.",946572023,-0.58115791091774,"TX",""
"Rene Ramirez",2560819153,0.374479650758618,"TX",""
"Victor E. Ramirez",2560818752,1.31778559794978,"CA",""
"Hector E. Ramon",3196145772,-0.621818561484182,"CA",""
"Charles E. Ramos",2916980069,0.415622746239476,"NY",""
"Jeffrey Michael Ramsdell",3208136128,-1.17532432598733,"WA",""
"David B. Rand (AV)",2443754930,0.599222443902637,"NJ",""
"Michael M. Rand",2443754677,1.1028671239869,"VA",""
"Robert A. Rand",2443754835,-1.41844960033391,"CO",""
"Gary B. Randall",2506777343,-0.90375560636015,"NE",""
"R. A. (Jim) Randall",27354440594,NA,"MN",""
"William C. Randall",3818446792,-0.124610638059996,"GA",""
"Kevin A. Randolph",2593828851,-0.894416266081823,"CT",""
"Mark A. Randon",3455195641,1.01694972109192,"MI",""
"Bonnie Rangel",52500781475,0.345124079259055,"TX",""
"Ron Rangel",2500781352,0.961062688880171,"TX",""
"James M. Bixler",3208130700,-0.719017126465958,"NV",""
"Todd W. Bjerke",2511781554,-0.74525886469445,"WI",""
"Louise Dovre Bjorkman",53127079299,-1.1191372259191,"MN",""
"Timothy W. Bjorkman",3127079132,-0.406109145998732,"SD",""
"Jill E. Rangos",53196122640,0.717789655250095,"PA",""
"Kelly Harrison Rankin",2532790735,0.886721963517522,"WY",""
"William W. Ranniger",3787841346,-0.500827539481257,"IA",""
"Maria Ransdell",53287170776,-0.313929252804354,"KY",""
"Lillian Harris Ransom",52480760425,-0.978196027911472,"PA",""
"Robert M. Ransom",2480760339,-0.159333140266511,"MI",""
"Bruce A. Ranta",3302175147,-0.316773719733259,"WI",""
"Jane Ranum",53599202095,-1.10109099195335,"MN",""
"Ava Shapero Raphael",52469754920,NA,"NY",""
"Michael J. Raphael",29476734207,-0.740247564971424,"CA",""
"Sheri A. Raphaelson",52469754684,-1.31160685446157,"NM",""
"Edward C. Rapp",3188138463,-1.25723203264052,"AZ",""
"John W. Rapp, Jr.",3188138349,-0.30081177139215,"IL",""
"Stephen A. Rapp",30233044377,NA,"FL",""
"William Charles Rapp",3188138059,-0.515807939646244,"DC",""
"Edward M. Rappaport",3188129967,-0.652034472696568,"NY",""
"Diane M. Rappleye",53787840231,0.76290735668064,"MI",""
"Scott H. Rash",30776785321,1.15042651328694,"AZ",""
"James J. Rashid",3818446717,-0.722820219202428,"MI",""
"Judith A. Rasmussen",52658859182,0.713260472037888,"CA",""
"Karsten H. Rasmussen",2658860044,-0.861645039538407,"OR",""
"Robert H. Rasmussen",2658859622,-0.930301201396637,"WI",""
"Douglas M. Rastatter",3787838585,0.722158129654403,"OH",""
"Thomas Rastetter",30233044032,-1.21190737420674,"OR",""
"Kevin A. Rathburn",3275159175,1.14565902950638,"WI",""
" Marvin Ratner",4012257163,0.423544285723874,"MI",""
"Lisa Millett Rau",52963007663,-0.241438867009819,"PA",""
"Steven E. Rau (AV)",29215891011,-1.25826164202426,"MN",""
"Alan M. Black",29105840781,0.509220299564495,"PA",""
"Donald S. Black",2441742737,0.778484610492567,"CA",""
"Robert H. Ravenhill",3262155063,-0.57053785529736,"MO",""
" A. Victor Rawl, Sr.",4012258135,-0.717054416451798,"SC",""
"Paul C. Rawlings",3177133725,-0.800055991790577,"AR",""
"Henry Albert Rawson",31417750117,-0.472430449241988,"WA",""
"J. Thomas Ray",2825936325,-0.783423552718657,"AR",""
"James Alan Ray",2825937061,-0.920385846986045,"OH",""
"Thomas L. Ray, Jr.",2825936598,-0.382528357083762,"MO",""
"Douglas Rayes",3002005014,0.324693306942678,"AZ",""
"Cynthia Rayvis",53787830234,-0.670399987208577,"CA",""
"W. Don Reader, Jr.",4187398235,0.85059813394707,"OH",""
"Gerald B. Reams, Jr.",3306174574,1.12901235276127,"KY",""
"Thomas M. Reardon",3093034372,-1.51322047829655,"CA",""
"Carlos Sabino Rebollo",3788021042,0.67614406186499,"FL",""
"Robert J. Rebstock",3788020907,-0.791267265285086,"PA",""
"Mel Red Recana",3788020826,-0.640212245487514,"CA",""
"Donna G. Recant",80521794026,0.549262924881347,"NY",""
"Henry Craig Black",4080303122,1.17688854728674,"TX",""
"Mary Ann Black",52608828755,0.189729275069034,"OK",""
"Marylouise S. Black",52608828775,-0.837317293760341,"CT",""
"Arthur M. Recht",3325179298,-0.791061414344376,"WV",""
"James R. Redd, III",3124069897,0.505784751788361,"KY",""
"Bonzo C. Reddick",3034017016,-0.15649512121896,"GA",""
"Grady K. Reddick",3034016751,0.75243798060816,"GA",""
"Mark B. Reddin",4184395414,0.805009764417441,"OH",""
"David M. Reddy",2830937391,0.975899668979135,"WI",""
"James R. Redford (AV)",2877962503,1.00606117531571,"MI",""
"Susan M. Redford",52877962492,1.01679282081114,"TX",""
"James M. Redwine",2739892970,-0.942356617281147,"IN",""
"Guy Lester Reece, II",2832942217,0.776675758652618,"OH",""
"John W. Reece",2832942592,-0.503362085452204,"OH",""
"Edward C. Reed",27725637011,-1.20466999957302,"NV",""
"Gary K. Reed",2476759280,0.258624464652157,"MI",""
" Jeffrey Lee Reed",3972007463,0.673099195088176,"OH",""
"Melinda Myrle Reed",55201498702,0.610550329832407,"CA",""
"Rex L. Reed",2476761533,1.04090838398168,"IN",""
"Robert B. Reed",2350662826,0.602933876844325,"NJ",""
"Robert R. Reed",29085835489,-0.650710521224532,"NY",""
"Susan D. Reed",54153357018,1.05913479445074,"TX",""
"Cornelia A. Reep",53302181071,-0.805235605085943,"WV",""
"David F. Rees",2576811947,-0.271976193942785,"OR",""
"John Reese",30233040936,-1.02094711596053,"AK",""
"Kern A. Reese",30521793183,-0.620288259394711,"LA",""
" Mary C. Reese",52402737165,0.628670841166353,"MD",""
"Robin W. Reese",53097055687,NA,"UT",""
"Scott T. Reese",3097055574,-0.365160908894247,"KY",""
"Ray Black (BV)",2608828048,0.233253932924878,"TX",""
"Robert J. Black",2608827887,0.18439462392426,"LA",""
"William C. Black",30905562411,1.1887845120774,"TX",""
"Bobby Reeves",2327670404,1.03533760919382,"GA",""
"Charles H. Reeves",2327669943,0.993346581724934,"OR",""
"Gene Reeves, Jr.",2327670290,0.837098448056302,"GA",""
"Lisa R. Reeves",52327670134,-1.53601081172937,"GA",""
"Carol H. Rehm, Jr.",3206136292,NA,"CA",""
"Richard L. Rehm",3206136180,0.74421919090607,"WI",""
"Edward D. Reibman",3788016266,-0.95584242808771,"PA",""
"David E. Reich",2895978017,-0.203534887548909,"ND",""
"Jeffrey J. Reich",2895977516,0.764185557848633,"PA",""
"Philip Reich",2895977094,-0.0487375593083777,"AL",""
"Ruth D. Reichard (BV)",77083828320,-1.31570751742128,"IN",""
"Gustin L. Reichbach",4031281122,-1.03455983800843,"NY",""
"Stanford E. Reichert",2369679190,0.654818179633463,"CA",""
"James H. Reid, Jr.",2920991919,0.943191548323991,"AL",""
"John H. Reid",2920991694,1.07182858736176,"CA",""
"Thomas G. Reidel (BV)",3972005011,-0.971854730614036,"IA",""
"John K. Reilly, Jr.",4031282501,-1.21090296063475,"PA",""
"Margaret C. Reilly",52927981768,NA,"NY",""
"Paul F. Reilly",2927980113,1.1400203839629,"WI",""
"Laura Diggs Blackburne",80503601609,-0.625714925410392,"NY",""
"Tara Reilly",52927979784,-0.730458584634647,"CA",""
"Dennis E. Reinaker",5754521277,0.792752232994346,"PA",""
"Richard David Reinbold, Jr.",3276174444,-0.726966810806995,"OH",""
"James R. Reinhard",5201498583,-0.704778758366789,"MO",""
"Bill Reinhardt",2710888332,0.0243502379408465,"GA",""
"Paul H. Reinhardt (BV)",29075805139,-1.17489273834027,"MI",""
"Dale A. Reinholtsen",3788014946,-0.434075871237345,"CA",""
"Robert L. Reinke",3207134769,1.12557798756433,"IN",""
"Peter Reinstein",3930828523,0.745834674524111,"AZ",""
"Glen M. Reiser",2584829247,0.562617250143547,"CA",""
"Elizabeth Bedore Reisman",52862956149,0.921067090526109,"GA",""
"James F. Reitz",3110085496,0.250625252522306,"NY",""
"Frank D. Remington",4980778046,-1.24852294831041,"WI",""
"Thomas T. Remington",3200137586,-0.895282484274805,"FL",""
"Albert L. Rendlen",3788011722,1.22380512654525,"MO",""
"Charles E. Rendlen, III",3788011724,0.890043427472212,"MO",""
"Josefina M. Rendon",52798928166,-0.763841427334314,"TX",""
"Donald Renetzky",3788011549,-0.806744930078243,"CA",""
"Ottie W. Reno",4031285021,-0.754913407994883,"OH",""
"Dennis T. Blackmon",2441741852,0.324974587954789,"GA",""
"Patricia Ann Blackmon",55201523013,-1.23306231413044,"OH",""
"Dianne Theresa Renwick",80521790583,-0.672661485049223,"NY",""
"Eugene Raymond Renzi",3250153173,0.392233468072785,"NY",""
"Robert T. Resha",3788002534,0.93854306682744,"CT",""
"Elliott I. Resnick",2930991854,0.121391820335356,"OH",""
"Maria Ressos",80521790260,-0.644808590333574,"NY",""
"Robert M. Restaino",29476721653,-0.0690861767613414,"NY",""
" Matthew A. Reue",3788002193,0.924514413730221,"TX",""
"Marsha N. Revel",80160793605,-0.00738727916905446,"CA",""
"James L. Rex",2693867674,0.995076809382015,"TX",""
"Dorothy B. Reyes",80233037748,-0.460949460730245,"CA",""
"Jo Ann Reyes",52414715860,NA,"TX",""
"Mauro Longino Reyna, III",2395699146,0.0275627402015925,"TX",""
"Charles G. Reynard",2395699114,0.268651625622477,"IL",""
"Abram Frank Reynolds",27695529921,-1.53601081172937,"PA",""
"Edward J. Reynolds",3110062261,-0.696543283334222,"MA",""
"James P. Reynolds",2539793802,-1.1107419034809,"MT",""
"Matthew G. Reynolds",3088041046,-0.776785917244809,"NM",""
"Penny Brown Reynolds",53088040541,0.256807820022523,"GA",""
"Sadiqa N. Reynolds",52539794273,-0.365160908894247,"KY",""
"Sibley G. Reynolds",3088039721,0.491390353616678,"AL",""
"Susan Sheridan Reynolds",53088039559,0.725063016581528,"CT",""
"Thomas A. Reynolds",3088039443,NA,"NY",""
"William H. Rhea, III",3151094311,-0.363579115191771,"AL",""
" Earl R. Blackwell",2441744455,1.04648186899727,"MO",""
"Keith R. Blackwell",2441744128,0.954964568872783,"GA",""
"June E. Blackwell-Hatcher",52441744334,-0.652445327720925,"MI",""
"Helen M. Blackwood",52370676627,-0.620288259394711,"NY",""
"Jennie Rhine",52999007422,-1.2585972921488,"CA",""
"Brenda T. Rhoades",53025013343,NA,"TX",""
"James R. Rhodes, III (AV)",2753906892,-0.383892200986733,"AR",""
"Randy Rhodes",2389700759,0.765599308502527,"CA",""
"Paul Ribner",3820440408,-0.64471360800997,"PA",""
"Hugo L. Ricci, Jr.",2847953233,-0.69241980161798,"RI",""
"Alex Ricciardulli",2847953409,-0.670399987208577,"CA",""
"David E. Rice",2460753765,-0.715231559172089,"MD",""
"J. David Rice",4980775576,-0.797290171296193,"WI",""
"Marva Rice",53188117879,-0.0541455861814319,"GA",""
"Randolf J. Rice",2460754366,-0.946629843136312,"CA",""
"Ronald J. Rice",3188116981,-0.621691516002579,"OH",""
"Sean J. Rice",2460754663,-0.795006455491757,"MN",""
"Stuart Mark Rice",30187831478,-0.47245229427736,"CA",""
"Timothy R. Rice",3188116477,-0.640692269378484,"PA",""
" Elwood M. Rich",30233035108,0.146529397753528,"CA",""
"John H. Rich III",3136074695,0.00884192160048653,"ME",""
"Melissa Saxe Rich",53136074257,-1.07421172237897,"NY",""
"Richard John Richard",4202412435,1.22137424385461,"WA",""
"C. A. Richards",2621840870,-0.862590469986993,"WI",""
"Edwin M. Bladen",2865955882,-0.662677132805714,"MI",""
"Steven D. Blades",2865955965,0.237864360185817,"CA",""
"Andra V. Richardson",52449743153,-0.569229639499283,"MI",""
"John W. Richardson",2449742996,1.11176829735902,"AZ",""
"Peggy D. Richardson (BV)",52449744150,0.733683856091189,"MO",""
"Schuyler H. Richardson, III",29075825137,0.617859690747347,"AL",""
"Brent Richbrook",3781576524,-0.319990299346129,"TX",""
"Betty Ann Richli",53781576078,0.432895138295681,"CA",""
"Murray Richtel",3781575937,-1.37153426044303,"CO",""
"Martin E. Richter",2644857538,1.24064926467482,"TX",""
"Robert Richter, Jr.",2644857478,-0.365518224916841,"TX",""
"Ronald Eli Richter",30494591283,-0.722407096908967,"NY",""
"Rosalyn H. Richter",52644857086,NA,"NY",""
"Francis D. Ricigliano",3781566385,0.612311901801408,"NY",""
"Michelle M. Rick",53346164167,-0.362322241283453,"MI",""
"David A. Ricke",30233034595,1.17740841489007,"KS",""
"Terry Rickers (BV)",2457753036,0.563821492214776,"IA",""
"William G. Rickett",3276164855,-0.669930868301044,"OH",""
"Thomas E. Rickhoff",3781575747,0.836819913088218,"TX",""
"Richard E. Rico",30233034419,-0.649240911846672,"CA",""
"Lorrie K. Ridder",53083022578,-0.614261870731147,"TN",""
"Lynne Riddle",52944992470,-1.41556613305246,"CA",""
" Peter E. Riddle",2944992349,0.894047210519868,"CA",""
"Robert W. Rideout, Jr. (BV)",4105331893,-0.575896175453923,"NC",""
"Paul C. Ridgeway (AV)",2849944877,-0.258801663511569,"NC",""
"Robert E. Ridgway",3995192174,0.197238017586005,"OR",""
"Julian L. Ridlen",3781575014,1.00553312787805,"IN",""
"James Michael Riehl",2371684927,-0.917187381812742,"WA",""
